ecosystem_name,num_repos,pct_total,pct_total_running,num_subecosystems,curr_num_commits,one_month_commit_growth_pct,three_month_commit_growth_pct,curr_num_devs,one_month_dev_growth_pct,three_month_dev_growth_pct,ecosystem_label,Ethereum_rollup,Execution VM,Support Tooling?
Kodadot,40,0.01%,97.74%,0,204,26.70807453,-35.03184713,6,100,-25,Kodadot,,not labelled,
KeystoneHQ,40,0.01%,97.74%,0,22,22.22222222,-24.13793103,4,33.33333333,0,KeystoneHQ,,not labelled,
Unlock Protocol,40,0.01%,97.75%,0,20,-70.14925373,-48.71794872,4,-60,-42.85714286,Unlock Protocol,,not labelled,
USDC - Circle,40,0.01%,97.75%,0,3,,50,3,,50,USDC - Circle,,not labelled,
HUNT,40,0.01%,97.76%,0,19,,,2,,,HUNT,,not labelled,
mint.club,40,0.01%,97.77%,0,19,,,2,,,mint.club,,not labelled,
Venly,40,0.01%,97.77%,0,2,,100,2,,100,Venly,,not labelled,
Steemhunt,40,0.01%,97.78%,0,19,,,2,,,Steemhunt,,not labelled,
BrightID,40,0.01%,97.78%,0,2,100,,1,0,,BrightID,,not labelled,
Effect.AI,40,0.01%,97.79%,0,1,,,1,,,Effect.AI,,not labelled,
Ethereum Dev Tools,40,0.01%,97.79%,0,1,-85.71428571,-95,1,-50,-50,Ethereum Dev Tools,,not labelled,
Audius,39,0.01%,97.80%,0,85,123.6842105,3.658536585,15,25,-6.25,Audius,,not labelled,
Euler Finance,39,0.01%,97.80%,0,29,-12.12121212,-25.64102564,10,25,150,Euler Finance,,not labelled,
 Certus One,39,0.01%,97.81%,0,11,57.14285714,22.22222222,6,20,20, Certus One,,not labelled,
Frax,39,0.01%,97.81%,0,52,147.6190476,-63.63636364,5,0,-79.16666667,Frax,,not labelled,
ApeSwap Finance,39,0.01%,97.82%,0,72,928.5714286,928.5714286,4,100,33.33333333,ApeSwap Finance,,not labelled,
Raydium,39,0.01%,97.83%,0,10,-50,11.11111111,4,-33.33333333,33.33333333,Raydium,,not labelled,
Nillion,39,0.01%,97.83%,0,10,-76.74418605,-77.27272727,4,-55.55555556,-42.85714286,Nillion,,not labelled,
Openfort,39,0.01%,97.84%,0,17,466.6666667,88.88888889,3,200,-25,Openfort,,not labelled,
Trading Strategy,39,0.01%,97.84%,0,34,17.24137931,112.5,2,-33.33333333,100,Trading Strategy,,not labelled,
LayerX,39,0.01%,97.85%,0,3,,-50,2,,100,LayerX,,not labelled,
Mango,39,0.01%,97.85%,0,4,,,2,,,Mango,,not labelled,
Palomachain,39,0.01%,97.86%,0,3,50,-86.95652174,2,0,-60,Palomachain,,not labelled,
ZeroLend,39,0.01%,97.86%,0,8,300,-60,1,0,-66.66666667,ZeroLend,,not labelled,
Kwenta,39,0.01%,97.87%,0,39,550,105.2631579,1,0,-66.66666667,Kwenta,,not labelled,
Web3 JS,38,0.01%,97.87%,0,104,188.8888889,48.57142857,19,35.71428571,-5,Web3 JS,,not labelled,
Astria,38,0.01%,97.88%,1,61,79.41176471,144,15,25,25,Astria,,not labelled,
Hathor,38,0.01%,97.89%,0,20,17.64705882,42.85714286,8,60,60,Hathor,,not labelled,
Blox Staking,38,0.01%,97.89%,0,7,16.66666667,0,6,200,50,Blox Staking,,not labelled,
Outblock,38,0.01%,97.90%,0,50,0,19.04761905,5,-16.66666667,25,Outblock,,not labelled,
Lyra,38,0.01%,97.90%,1,20,-13.04347826,53.84615385,5,0,66.66666667,Lyra,,not labelled,
Enjin,38,0.01%,97.91%,0,16,-33.33333333,-20,4,0,-42.85714286,Enjin,,not labelled,
Internet Maximalism,38,0.01%,97.91%,0,23,-74.72527473,-74.72527473,4,0,100,Internet Maximalism,,not labelled,
Sonr,38,0.01%,97.92%,0,124,,1671.428571,2,,100,Sonr,,not labelled,
quiknode-labs,38,0.01%,97.92%,0,6,500,20,2,100,0,quiknode-labs,,not labelled,
Blockcerts,38,0.01%,97.93%,0,13,116.6666667,,2,100,,Blockcerts,,not labelled,
ADAMANT Messenger,38,0.01%,97.93%,0,3,200,-82.35294118,1,0,-83.33333333,ADAMANT Messenger,,not labelled,
Chihuahua Chain,38,0.01%,97.94%,1,2,-60,-33.33333333,1,-66.66666667,-50,Chihuahua Chain,,not labelled,
Sanctum,38,0.01%,97.94%,0,14,75,366.6666667,1,-50,0,Sanctum,,not labelled,
Space and Time,37,0.01%,97.95%,0,60,-20,46.34146341,13,-7.142857143,18.18181818,Space and Time,,not labelled,
Walt.ID,37,0.01%,97.95%,0,28,27.27272727,-68.88888889,7,133.3333333,-22.22222222,Walt.ID,,not labelled,
Orderly Network,37,0.01%,97.96%,1,32,-30.43478261,-5.882352941,7,-30,16.66666667,Orderly Network,,not labelled,
Rocket Pool,37,0.01%,97.96%,0,14,-26.31578947,-33.33333333,5,0,-28.57142857,Rocket Pool,,not labelled,
mobula,37,0.01%,97.97%,0,1,,0,1,,0,mobula,,not labelled,
Serum,37,0.01%,97.97%,0,3,-57.14285714,-62.5,1,-66.66666667,-66.66666667,Serum,,not labelled,
socean,37,0.01%,97.98%,0,14,75,366.6666667,1,-50,0,socean,,not labelled,
Function X,37,0.01%,97.98%,1,7,-36.36363636,0,1,-75,0,Function X,,not labelled,
citizen wallet,37,0.01%,97.99%,0,49,-15.51724138,-37.97468354,1,-50,-66.66666667,citizen wallet,,not labelled,
Constellation,37,0.01%,98.00%,0,3,,50,1,,-50,Constellation,,not labelled,
Stakwork & Sphinx,36,0.01%,98.00%,0,105,54.41176471,133.3333333,14,55.55555556,40,Stakwork & Sphinx,,not labelled,
Valora,36,0.01%,98.01%,1,138,392.8571429,12.19512195,14,40,16.66666667,Valora,,not labelled,
Penumbra Zone,36,0.01%,98.01%,0,39,25.80645161,129.4117647,13,30,85.71428571,Penumbra Zone,,not labelled,
Li.Fi,36,0.01%,98.02%,0,64,137.037037,-7.246376812,9,-10,-30.76923077,Li.Fi,,not labelled,
Eiger,36,0.01%,98.02%,0,21,23.52941176,-58.82352941,8,-33.33333333,-38.46153846,Eiger,,not labelled,
EVM Toolkit,36,0.01%,98.03%,2,76,7.042253521,55.10204082,8,-50,-46.66666667,EVM Toolkit,,not labelled,
Chain4Travel,36,0.01%,98.03%,0,16,300,-27.27272727,6,200,20,Chain4Travel,,not labelled,
SSV Labs,36,0.01%,98.04%,0,7,-30,-58.82352941,6,100,-14.28571429,SSV Labs,,not labelled,
Shapeshift,36,0.01%,98.04%,0,44,388.8888889,-33.33333333,5,25,-54.54545455,Shapeshift,,not labelled,
InterPlanetary Consensus,36,0.01%,98.05%,0,8,-55.55555556,-33.33333333,4,0,0,InterPlanetary Consensus,,not labelled,
EthStorage,36,0.01%,98.05%,0,8,700,-33.33333333,4,300,100,EthStorage,,not labelled,
Kukai Wallet,36,0.01%,98.06%,0,5,-64.28571429,66.66666667,3,0,0,Kukai Wallet,,not labelled,
Saber,36,0.01%,98.06%,0,85,-12.37113402,-39.71631206,2,0,0,Saber,,not labelled,
Inverse Finance,36,0.01%,98.07%,0,30,275,-42.30769231,1,-50,0,Inverse Finance,,not labelled,
Obol Collective,35,0.00%,98.07%,0,28,64.70588235,115.3846154,9,80,28.57142857,Obol Collective,,not labelled,
Pyth Network,35,0.00%,98.08%,0,32,-25.58139535,-46.66666667,9,-35.71428571,-25,Pyth Network,,not labelled,
Nomic Foundation,35,0.00%,98.08%,0,12,71.42857143,-42.85714286,7,40,40,Nomic Foundation,,not labelled,
Hot or Not,35,0.00%,98.09%,0,38,-13.63636364,-20.83333333,5,-16.66666667,-44.44444444,Hot or Not,,not labelled,
go-bazzinga,35,0.00%,98.09%,0,38,-13.63636364,-20.83333333,5,-16.66666667,-44.44444444,go-bazzinga,,not labelled,
Swan Chain,35,0.00%,98.10%,0,10,-41.17647059,-47.36842105,3,-25,-50,Swan Chain,,not labelled,
Chronicle Protocol,35,0.00%,98.10%,0,11,266.6666667,57.14285714,3,200,0,Chronicle Protocol,,not labelled,
Calimero Network,35,0.00%,98.10%,0,15,-60.52631579,-51.61290323,3,-57.14285714,-57.14285714,Calimero Network,,not labelled,
ComingChat,35,0.00%,98.11%,0,8,-38.46153846,700,3,0,200,ComingChat,,not labelled,
Taraxa,35,0.00%,98.11%,0,3,-57.14285714,-82.35294118,2,-50,-33.33333333,Taraxa,,not labelled,
Sentinel,35,0.00%,98.12%,0,6,-50,-25,2,0,-33.33333333,Sentinel,,not labelled,
Bitgert,35,0.00%,98.12%,1,9,350,800,2,0,100,Bitgert,,not labelled,
Qitmeer,35,0.00%,98.13%,0,16,14.28571429,-11.11111111,2,0,0,Qitmeer,,not labelled,
Mangrove,35,0.00%,98.13%,0,23,35.29411765,91.66666667,2,0,-71.42857143,Mangrove,,not labelled,
Galxe,35,0.00%,98.14%,0,5,-66.66666667,25,2,-50,100,Galxe,,not labelled,
Thesis,35,0.00%,98.14%,0,14,-65,-58.82352941,2,-66.66666667,0,Thesis,,not labelled,
DotOracle Network,35,0.00%,98.15%,0,8,,,1,,,DotOracle Network,,not labelled,
Collab.Land,35,0.00%,98.15%,0,1,-87.5,,1,-80,,Collab.Land,,not labelled,
Zerion,35,0.00%,98.16%,0,2,-89.47368421,-60,1,-66.66666667,-75,Zerion,,not labelled,
Tokenbox,35,0.00%,98.16%,0,2,-89.47368421,-60,1,-66.66666667,-75,Tokenbox,,not labelled,
Paxos Standard Token,35,0.00%,98.17%,0,1,-87.5,,1,0,,Paxos Standard Token,,not labelled,
Bitfinity Network,35,0.00%,98.17%,0,7,-63.15789474,-95.17241379,1,-50,-83.33333333,Bitfinity Network,,not labelled,
Alien Worlds,35,0.00%,98.18%,0,2,,,1,,,Alien Worlds,,not labelled,
Hive Dollar,34,0.00%,98.18%,0,50,-35.8974359,0,9,80,-10,Hive Dollar,,not labelled,
Bitlayer,34,0.00%,98.19%,5,16,-38.46153846,14.28571429,7,0,-12.5,Bitlayer,,not labelled,
U2U Network,34,0.00%,98.19%,0,69,3350,885.7142857,6,200,500,U2U Network,,not labelled,
Etherspot,34,0.00%,98.20%,0,10,-16.66666667,66.66666667,3,0,0,Etherspot,,not labelled,
Azuro,34,0.00%,98.20%,0,13,-7.142857143,0,3,-57.14285714,-25,Azuro,,not labelled,
Kenshi,34,0.00%,98.21%,0,9,350,800,2,0,100,Kenshi,,not labelled,
Eigen Network,34,0.00%,98.21%,0,1,,,1,,,Eigen Network,,not labelled,
NFT Storage,34,0.00%,98.22%,0,2,,,1,,,NFT Storage,,not labelled,
SolFarm,34,0.00%,98.22%,0,1,,,1,,,SolFarm,,not labelled,
Mises Network,34,0.00%,98.23%,0,4,-50,100,1,0,0,Mises Network,,not labelled,
Metacraft,34,0.00%,98.23%,0,4,,-95.12195122,1,,-66.66666667,Metacraft,,not labelled,
Fractal,34,0.00%,98.24%,0,1,,,1,,,Fractal,,not labelled,
dymensionxyz,33,0.00%,98.24%,0,89,32.8358209,-4.301075269,13,-13.33333333,8.333333333,dymensionxyz,,not labelled,
Merlin,33,0.00%,98.24%,5,24,-25,140,9,12.5,12.5,Merlin,,not labelled,
Horizen Labs,33,0.00%,98.25%,0,15,-31.81818182,25,6,20,20,Horizen Labs,,not labelled,
Yral,33,0.00%,98.25%,0,38,-24,-20.83333333,5,-28.57142857,-44.44444444,Yral,,not labelled,
Pendulum Chain,33,0.00%,98.26%,0,34,-40.35087719,-5.555555556,4,0,0,Pendulum Chain,,not labelled,
Dialect Labs,33,0.00%,98.26%,0,16,45.45454545,77.77777778,3,0,50,Dialect Labs,,not labelled,
dHEDGE,33,0.00%,98.27%,0,12,-20,500,2,0,0,dHEDGE,,not labelled,
DODO,33,0.00%,98.27%,0,15,650,650,2,100,100,DODO,,not labelled,
Bware Labs,33,0.00%,98.28%,0,2,,100,1,,0,Bware Labs,,not labelled,
Nexus,33,0.00%,98.28%,0,23,,,1,,,Nexus,,not labelled,
Covenants,33,0.00%,98.29%,0,168,0,0,1,0,0,Covenants,,not labelled,
Phoenix Global,33,0.00%,98.29%,0,1,0,,1,0,,Phoenix Global,,not labelled,
DexKit,33,0.00%,98.30%,0,7,0,0,1,0,0,DexKit,,not labelled,
Across Protocol,32,0.00%,98.30%,0,47,-59.48275862,-44.04761905,8,-33.33333333,-42.85714286,Across Protocol,,not labelled,
Initia Labs,32,0.00%,98.30%,0,18,-65.38461538,-52.63157895,7,0,-36.36363636,Initia Labs,,not labelled,
Primev,32,0.00%,98.31%,0,54,-20.58823529,500,7,16.66666667,16.66666667,Primev,,not labelled,
Ten (formerly Obscuro),32,0.00%,98.31%,0,114,235.2941176,533.3333333,6,-14.28571429,100,Ten (formerly Obscuro),,not labelled,
Phantom,32,0.00%,98.32%,0,13,,,4,,,Phantom,,not labelled,
Berty,32,0.00%,98.32%,0,108,0.9345794393,-8.474576271,4,33.33333333,300,Berty,,not labelled,
Kroma,32,0.00%,98.33%,0,3,200,-25,3,200,50,Kroma,,not labelled,
DeepBrain Chain,32,0.00%,98.33%,0,23,109.0909091,,3,0,,DeepBrain Chain,,not labelled,
DipDup,32,0.00%,98.34%,0,17,466.6666667,466.6666667,3,50,50,DipDup,,not labelled,
Blockfrost,32,0.00%,98.34%,0,9,-74.28571429,-71.875,3,-50,-50,Blockfrost,,not labelled,
DeFi Yield Protocol,32,0.00%,98.34%,0,7,133.3333333,-80.55555556,2,0,0,DeFi Yield Protocol,,not labelled,
Money on Chain,32,0.00%,98.35%,0,7,250,-30,2,100,100,Money on Chain,,not labelled,
CoinSpace,32,0.00%,98.35%,0,8,60,-68,2,0,0,CoinSpace,,not labelled,
SundaeSwap,32,0.00%,98.36%,0,2,0,-96,1,-50,-80,SundaeSwap,,not labelled,
Swapr,32,0.00%,98.36%,0,7,600,133.3333333,1,0,-50,Swapr,,not labelled,
Game7 DAO,32,0.00%,98.37%,0,33,3200,3.125,1,0,-75,Game7 DAO,,not labelled,
Fragcolor,32,0.00%,98.37%,0,6,-82.85714286,-64.70588235,1,-50,-50,Fragcolor,,not labelled,
Pillar,32,0.00%,98.38%,0,12,1100,0,1,0,-50,Pillar,,not labelled,
Ergo Wallets,32,0.00%,98.38%,0,3,,200,1,,0,Ergo Wallets,,not labelled,
BlockDaemon Wallet,32,0.00%,98.38%,0,4,0,-50,1,0,-50,BlockDaemon Wallet,,not labelled,
BlockDaemon,32,0.00%,98.39%,0,4,0,-50,1,0,-50,BlockDaemon,,not labelled,
Ring Protocol,32,0.00%,98.39%,0,5,,,1,,,Ring Protocol,,not labelled,
Ultron Foundation,32,0.00%,98.40%,1,2,-81.81818182,0,1,-66.66666667,0,Ultron Foundation,,not labelled,
Balancer Maxis,31,0.00%,98.40%,0,64,1180,20.75471698,6,200,0,Balancer Maxis,,not labelled,
Summer.fi,31,0.00%,98.41%,0,56,-27.27272727,7.692307692,6,-14.28571429,200,Summer.fi,,not labelled,
TradeTrust,31,0.00%,98.41%,0,16,128.5714286,1500,6,100,500,TradeTrust,,not labelled,
Light Protocol,31,0.00%,98.42%,0,19,375,-70.76923077,5,150,-28.57142857,Light Protocol,,not labelled,
MeshJS,31,0.00%,98.42%,0,17,-62.22222222,70,5,0,25,MeshJS,,not labelled,
Astroport,31,0.00%,98.42%,0,6,100,100,4,100,300,Astroport,,not labelled,
Iron Fish,31,0.00%,98.43%,0,7,-82.5,-73.07692308,4,-55.55555556,-33.33333333,Iron Fish,,not labelled,
Itering,31,0.00%,98.43%,0,18,800,1700,4,100,300,Itering,,not labelled,
MoonDAO,31,0.00%,98.44%,0,6,-72.72727273,-64.70588235,3,200,0,MoonDAO,,not labelled,
sETH2,31,0.00%,98.44%,0,3,-75,-72.72727273,2,-50,-50,sETH2,,not labelled,
Helius,31,0.00%,98.45%,0,4,-20,-86.66666667,2,0,-60,Helius,,not labelled,
Primus Labs (Pado),31,0.00%,98.45%,0,61,,2950,2,,100,Primus Labs (Pado),,not labelled,
StakeWise,31,0.00%,98.45%,0,3,-75,-72.72727273,2,-50,-50,StakeWise,,not labelled,
Mento Protocol,31,0.00%,98.46%,0,1,-80,-90.90909091,1,-50,-75,Mento Protocol,,not labelled,
Multisig Labs,31,0.00%,98.46%,0,7,16.66666667,75,1,-50,0,Multisig Labs,,not labelled,
 Natural Selection Labs  (RSS3),31,0.00%,98.47%,0,1,,-85.71428571,1,,0, Natural Selection Labs  (RSS3),,not labelled,
Dirt Road Development,31,0.00%,98.47%,0,1,,-50,1,,0,Dirt Road Development,,not labelled,
Chainapsis,30,0.00%,98.48%,0,42,35.48387097,162.5,10,25,100,Chainapsis,,not labelled,
Minswap,30,0.00%,98.48%,0,17,1600,142.8571429,5,400,25,Minswap,,not labelled,
Pimlico,30,0.00%,98.48%,0,28,55.55555556,-46.15384615,5,66.66666667,25,Pimlico,,not labelled,
Kamu,30,0.00%,98.49%,1,16,-38.46153846,-62.79069767,4,-20,-33.33333333,Kamu,,not labelled,
RingDAO,30,0.00%,98.49%,0,37,825,362.5,3,50,0,RingDAO,,not labelled,
ALEX,30,0.00%,98.50%,0,14,1300,-12.5,3,200,-40,ALEX,,not labelled,
alexgo-io,30,0.00%,98.50%,0,14,1300,-12.5,3,200,-40,alexgo-io,,not labelled,
XDEFI Technologies,30,0.00%,98.51%,0,99,8.791208791,167.5675676,3,50,-25,XDEFI Technologies,,not labelled,
Junto,30,0.00%,98.51%,0,79,36.20689655,315.7894737,2,0,100,Junto,,not labelled,
Railgun,30,0.00%,98.51%,0,6,,-53.84615385,2,,0,Railgun,,not labelled,
bloXroute,30,0.00%,98.52%,0,2,-94.28571429,-85.71428571,2,-71.42857143,-50,bloXroute,,not labelled,
AlphaBatem Labs,30,0.00%,98.52%,0,1,,,1,,,AlphaBatem Labs,,not labelled,
ldclabs,30,0.00%,98.53%,0,3,-76.92307692,-81.25,1,0,0,ldclabs,,not labelled,
Sarcophagus,30,0.00%,98.53%,0,1,-90.90909091,,1,0,,Sarcophagus,,not labelled,
Galt Project,30,0.00%,98.53%,0,11,-62.06896552,266.6666667,1,0,0,Galt Project,,not labelled,
tangem,29,0.00%,98.54%,0,140,21.73913043,-10.82802548,20,5.263157895,11.11111111,tangem,,not labelled,
RabbyHub,29,0.00%,98.54%,0,41,70.83333333,310,8,33.33333333,60,RabbyHub,,not labelled,
OpenBB Finance,29,0.00%,98.55%,0,104,18.18181818,0,5,66.66666667,-16.66666667,OpenBB Finance,,not labelled,
Chainbound,29,0.00%,98.55%,0,48,-12.72727273,1500,5,66.66666667,150,Chainbound,,not labelled,
Fiber,29,0.00%,98.55%,0,48,-12.72727273,1500,5,66.66666667,150,Fiber,,not labelled,
Pendle,29,0.00%,98.56%,0,5,-64.28571429,-85.29411765,4,33.33333333,-42.85714286,Pendle,,not labelled,
Liquid Bitcoin,29,0.00%,98.56%,0,8,-88.88888889,-80.48780488,4,-50,-42.85714286,Liquid Bitcoin,,not labelled,
Beldex,29,0.00%,98.57%,0,13,-23.52941176,18.18181818,3,-25,0,Beldex,,not labelled,
Reserve,29,0.00%,98.57%,0,9,0,-52.63157895,3,50,0,Reserve,,not labelled,
Reserve Rights,29,0.00%,98.57%,0,9,0,-52.63157895,3,50,0,Reserve Rights,,not labelled,
Polytope Labs,29,0.00%,98.58%,0,4,-20,-50,3,-25,50,Polytope Labs,,not labelled,
Horus Labs,29,0.00%,98.58%,0,9,-76.31578947,-62.5,3,-25,-40,Horus Labs,,not labelled,
Socket,29,0.00%,98.59%,0,4,100,33.33333333,2,100,100,Socket,,not labelled,
Orochi Network,29,0.00%,98.59%,0,26,85.71428571,18.18181818,2,0,-50,Orochi Network,,not labelled,
SupraOracles,29,0.00%,98.60%,0,25,-68.35443038,-72.82608696,2,-96.15384615,-96.15384615,SupraOracles,,not labelled,
Nat Labs,29,0.00%,98.60%,0,4,,300,1,,0,Nat Labs,,not labelled,
Tatum,29,0.00%,98.60%,0,1,,,1,,,Tatum,,not labelled,
BitDAO,29,0.00%,98.61%,0,1,,,1,,,BitDAO,,not labelled,
OtterSec,29,0.00%,98.61%,0,16,300,,1,0,,OtterSec,,not labelled,
ZettaBlock,29,0.00%,98.62%,0,1,,,1,,,ZettaBlock,,not labelled,
Curio,29,0.00%,98.62%,0,1,,,1,,,Curio,,not labelled,
ReCheck,29,0.00%,98.62%,0,3,,,1,,,ReCheck,,not labelled,
Public Goods Network,28,0.00%,98.63%,1,20,-13.04347826,53.84615385,5,0,66.66666667,Public Goods Network,,not labelled,
Andromeda,28,0.00%,98.63%,0,17,-39.28571429,142.8571429,5,0,25,Andromeda,,not labelled,
Oasys,28,0.00%,98.64%,0,17,13.33333333,112.5,4,0,0,Oasys,,not labelled,
CoNET Project,28,0.00%,98.64%,0,6,-86.04651163,-85,3,0,0,CoNET Project,,not labelled,
Rubic,28,0.00%,98.64%,0,36,9.090909091,111.7647059,3,0,50,Rubic,,not labelled,
Forta Network,28,0.00%,98.65%,0,8,14.28571429,-33.33333333,3,50,50,Forta Network,,not labelled,
Owl Protocol,28,0.00%,98.65%,0,14,180,-17.64705882,3,200,50,Owl Protocol,,not labelled,
Diode,28,0.00%,98.65%,0,19,72.72727273,-34.48275862,3,50,50,Diode,,not labelled,
Magicblock,28,0.00%,98.66%,0,5,66.66666667,-44.44444444,3,50,0,Magicblock,,not labelled,
Encointer,28,0.00%,98.66%,0,9,200,0,3,200,0,Encointer,,not labelled,
XDAG,28,0.00%,98.67%,0,10,,,2,,,XDAG,,not labelled,
Bananapus,28,0.00%,98.67%,0,9,-78.57142857,-68.96551724,2,-50,-33.33333333,Bananapus,,not labelled,
Ergo Labs,28,0.00%,98.67%,0,1,,,1,,,Ergo Labs,,not labelled,
Interchain,28,0.00%,98.68%,0,3,-40,,1,0,,Interchain,,not labelled,
Blockscout,27,0.00%,98.68%,0,55,-17.91044776,7.843137255,16,-23.80952381,0,Blockscout,,not labelled,
Prysmatic Labs,27,0.00%,98.69%,0,18,260,260,8,166.6666667,300,Prysmatic Labs,,not labelled,
sentio.xyz,27,0.00%,98.69%,0,33,32,120,7,40,40,sentio.xyz,,not labelled,
Paraswap,27,0.00%,98.69%,0,87,1142.857143,335,6,200,200,Paraswap,,not labelled,
Spark,27,0.00%,98.70%,0,25,212.5,47.05882353,5,0,0,Spark,,not labelled,
Mercurial,27,0.00%,98.70%,1,33,266.6666667,1000,4,100,33.33333333,Mercurial,,not labelled,
Coreum,27,0.00%,98.70%,0,10,66.66666667,25,4,100,33.33333333,Coreum,,not labelled,
Clober,27,0.00%,98.71%,0,67,318.75,,3,-25,,Clober,,not labelled,
Enzyme Finance,27,0.00%,98.71%,0,35,12.90322581,45.83333333,3,-40,-57.14285714,Enzyme Finance,,not labelled,
Convex Finance,27,0.00%,98.72%,1,36,3500,157.1428571,3,200,0,Convex Finance,,not labelled,
Fhenix Protocol,27,0.00%,98.72%,0,3,-90.90909091,-96.55172414,2,-66.66666667,-71.42857143,Fhenix Protocol,,not labelled,
Capsule,27,0.00%,98.72%,0,7,40,,2,100,,Capsule,,not labelled,
Nibiru Chain,27,0.00%,98.73%,0,4,33.33333333,33.33333333,2,-33.33333333,0,Nibiru Chain,,not labelled,
Beethoven X,27,0.00%,98.73%,0,3,,0,2,,100,Beethoven X,,not labelled,
Kolibri Finance,27,0.00%,98.73%,0,8,,,2,,,Kolibri Finance,,not labelled,
Eclipse,27,0.00%,98.74%,0,4,,-90.24390244,2,,100,Eclipse,,not labelled,
Acurast,27,0.00%,98.74%,0,3,,50,2,,100,Acurast,,not labelled,
Vana,27,0.00%,98.75%,0,3,-40,-76.92307692,1,-50,-66.66666667,Vana,,not labelled,
White Whale,27,0.00%,98.75%,0,2,-60,-33.33333333,1,-66.66666667,-50,White Whale,,not labelled,
Saddle,27,0.00%,98.75%,0,7,0,0,1,0,0,Saddle,,not labelled,
Ampleforth,27,0.00%,98.76%,0,7,133.3333333,,1,0,,Ampleforth,,not labelled,
Migaloo,27,0.00%,98.76%,0,2,-60,-33.33333333,1,-66.66666667,-50,Migaloo,,not labelled,
Dune Analytics,26,0.00%,98.76%,0,68,106.0606061,-21.83908046,23,130,0,Dune Analytics,,not labelled,
Rainbow,26,0.00%,98.77%,0,33,135.7142857,65,12,100,33.33333333,Rainbow,,not labelled,
Human Protocol,26,0.00%,98.77%,0,23,35.29411765,27.77777778,8,0,60,Human Protocol,,not labelled,
Decenter,26,0.00%,98.78%,0,9,80,-59.09090909,5,150,0,Decenter,,not labelled,
Lava,26,0.00%,98.78%,0,25,-32.43243243,-26.47058824,5,-58.33333333,-16.66666667,Lava,,not labelled,
Crypto.org,26,0.00%,98.78%,0,9,-35.71428571,-60.86956522,4,0,-20,Crypto.org,,not labelled,
BEVM,26,0.00%,98.79%,1,11,1000,,4,300,,BEVM,,not labelled,
Mean Finance,26,0.00%,98.79%,0,12,-45.45454545,-20,3,-25,0,Mean Finance,,not labelled,
Layer3,26,0.00%,98.79%,2,6,20,20,3,50,-40,Layer3,,not labelled,
mrgn,26,0.00%,98.80%,0,17,-73.84615385,21.42857143,3,-25,0,mrgn,,not labelled,
Scallop,26,0.00%,98.80%,0,37,640,208.3333333,3,-25,50,Scallop,,not labelled,
eSteem,26,0.00%,98.80%,0,12,-88.23529412,9.090909091,2,0,0,eSteem,,not labelled,
Pantos,26,0.00%,98.81%,0,5,-76.19047619,-81.48148148,2,-60,-66.66666667,Pantos,,not labelled,
Burnt Labs,26,0.00%,98.81%,0,3,0,-80,2,0,-50,Burnt Labs,,not labelled,
Xion,26,0.00%,98.82%,0,3,0,-80,2,0,-50,Xion,,not labelled,
Arkreen,26,0.00%,98.82%,0,9,-10,350,2,100,100,Arkreen,,not labelled,
AO Computer,26,0.00%,98.82%,0,4,-42.85714286,-93.84615385,2,0,-71.42857143,AO Computer,,not labelled,
SettleMint,26,0.00%,98.83%,0,1,-92.30769231,-98.52941176,1,0,-50,SettleMint,,not labelled,
Dhiway,26,0.00%,98.83%,0,3,0,-50,1,0,-75,Dhiway,,not labelled,
Polygon Hermez,26,0.00%,98.83%,0,1,,-92.30769231,1,,-83.33333333,Polygon Hermez,,not labelled,
Hollow Leaf,26,0.00%,98.84%,0,2,-94.11764706,-90.47619048,1,-75,-66.66666667,Hollow Leaf,,not labelled,
Rain Protocol,26,0.00%,98.84%,0,9,-30.76923077,-59.09090909,1,-50,0,Rain Protocol,,not labelled,
Solidity,25,0.00%,98.84%,1,30,76.47058824,-11.76470588,8,100,0,Solidity,,not labelled,
Fileverse,25,0.00%,98.85%,0,41,115.7894737,355.5555556,5,66.66666667,66.66666667,Fileverse,,not labelled,
Reya Labs,25,0.00%,98.85%,1,11,1000,266.6666667,4,300,33.33333333,Reya Labs,,not labelled,
Deland Labs,25,0.00%,98.86%,0,7,40,,3,0,,Deland Labs,,not labelled,
Solana Mobile,25,0.00%,98.86%,0,20,233.3333333,,3,50,,Solana Mobile,,not labelled,
Hop Protocol,25,0.00%,98.86%,0,5,66.66666667,-64.28571429,3,50,0,Hop Protocol,,not labelled,
InverterNetwork,25,0.00%,98.87%,0,38,3700,-19.14893617,3,200,50,InverterNetwork,,not labelled,
NXM,25,0.00%,98.87%,0,10,-85.29411765,-72.22222222,2,-33.33333333,-50,NXM,,not labelled,
Balanced,25,0.00%,98.87%,0,18,-66.66666667,-66.03773585,2,-81.81818182,-66.66666667,Balanced,,not labelled,
Quickswap,25,0.00%,98.88%,0,3,-40,200,2,-50,100,Quickswap,,not labelled,
DLC-link,25,0.00%,98.88%,0,3,,-25,2,,0,DLC-link,,not labelled,
Cypherock,25,0.00%,98.88%,0,2,-84.61538462,,2,-33.33333333,,Cypherock,,not labelled,
Dingocoin,25,0.00%,98.89%,0,4,,,2,,,Dingocoin,,not labelled,
Nexus Mutual,25,0.00%,98.89%,0,10,-85.29411765,-72.22222222,2,-33.33333333,-50,Nexus Mutual,,not labelled,
